Word,Pronunciation
carters,ˈkɑr.tɚz
cartesian,kɑrˈti.ʒən
carthage,ˈkɑr.θədʒ
cartons,ˈkɑr.tənz
cartoonists,kɑrˈtu.nɪsts
carty,ˈkɑr.ti
carver,ˈkɑr.vɚ
casals,kɑˈsɑlz
cascade,kæˈskeɪd
cascaded,kæˈskeɪ.dɪd
cascades,kæˈskeɪdz
case's,ˈkeɪ.sɪz
casein,keɪˈsin
caseworkers,ˈkeɪˌswɝ.kɚz
cashed,kæʃt
cashews,ˈkæˌʃuz
casino's,kəˈsi.noʊz
cask,kæsk
caskets,ˈkæs.kəts
casks,kæsks
casters,ˈkæs.tɚz
castigated,ˈkæs.təˌgeɪ.tɪd
castigates,ˈkæs.təˌgeɪts
castillo,ˌkæˈstɪ.loʊ
casuals,ˈkæ.ʒə.wəlz
cat's,kæts
cataclysmic,ˌkæ.təˈklɪz.mɪk
catapulting,ˈkæ.təˌpʌl.tɪŋ
catapults,ˈkæ.tə.pəlts
catcher's,ˈkæ.tʃɚz
catchers,ˈkæ.tʃɚz
catchup,ˈkæ.tʃəp
catchy,ˈkæ.tʃi
categorically,ˌkæ.təˈgɑ.rɪ.kli
categorize,ˈkæ.tə.gɚˌaɪz
categorized,ˈkæ.tə.gɚˌaɪzd
categorizing,ˈkæ.tə.gɚˌaɪ.zɪŋ
catered,ˈkeɪ.tɚd
caterpillar,ˈkæ.təˌpɪ.lɚ
caterpillars,ˈkæ.təˌpɪ.lɚz
cathy's,ˈkæ.θiz
catlike,ˈkætˌlaɪk
caucasian,kɔˈkeɪ.ʒən
caucasus,ˈkɔ.kə.səs
caucuses,ˈkɔ.kə.sɪz
cauffman,ˈkɔf.mən
cauliflower,ˈkɑ.ləˌflaʊ.ɚ
causative,ˈkɑ.zə.tɪv
cauterize,ˈkɔ.tɚ.aɪz
cautions,ˈkɔ.ʃənz
cavaliere,kɑ.vɑˈlɪ.ri
caveat,ˈkeɪ.viˌæt
caved,keɪvd
cavern,ˈkæ.vɚn
cavernous,ˈkæ.vɚ.nəs
caverns,ˈkæ.vɚnz
caviar,ˈkæ.viˌɑr
cavin,ˈkæ.vɪn
caving,ˈkeɪ.vɪŋ
cavities,ˈkæ.vɪ.tiz
cavort,kəˈvɔrt
cbs,ˈsiˌbiˌɛs
ceaselessly,ˈsiz.lə.sli
cecil,ˈsi.səl
cedar,ˈsi.dɚ
ceilings,ˈsi.lɪŋz
celerity,səˈlɛ.rə.ti
celia,ˈsil.jə
celie,ˈsɛ.li
cellars,ˈsɛ.lɚz
cellophane,ˈsɛ.ləˌfeɪn
celso,ˈsɛl.soʊ
censured,ˈsɛn.ʃɚd
centenary,ˈsɛn.təˌnɛ.ri
centigrade,ˈsɛn.təˌgreɪd
centrale,sɛnˈtrɑl
centralia,sɛnˈtreɪ.li.ə
centrifugal,ˈsɛn.trɪfˌju.gəl
centrist,ˈsɛn.trɪst
cerise,sɚˈis
certificates,ˌsɝˈtɪ.fɪ.kəts
certifies,ˈsɝ.təˌfaɪz
certifying,ˈsɝ.təˌfaɪ.ɪŋ
cervantes,sɛrˈvɑn.tɛs
cesare,tʃeɪˈzɑ.reɪ
cessation,ˌsɛˈseɪ.ʃən
cezanne's,ˌsɛˈzænz
cha-chas,ˈtʃɑˌtʃɑz
chablis,ʃəˈbli
chafe,tʃeɪf
chairing,ˈtʃɛ.rɪŋ
chairmanship,ˈtʃɛr.mənˌʃɪp
chairmanships,ˈtʃɛr.mənˌʃɪps
chaise,ʃeɪz
chalked,tʃɔkt
challenger,ˈtʃæ.lən.dʒɚ
chalmers,ˈtʃɑ.mɚz
chambered,ˈtʃeɪm.bɚd
chamberlain,ˈtʃeɪm.bɚ.lən
champ,tʃæmp
championships,ˈtʃæm.pi.ənˌʃɪps
chandeliers,ˌʃæn.dəˈlɪz
chantilly,ˌʃænˈtɪ.li
chaperone,ˈʃæ.pɚˌoʊn
chaplains,ˈtʃæ.plənz
chappell,ˈtʃæ.pəl
chaps,tʃæps
char,tʃɑr
characterizing,ˈkɛ.rɪk.tɚˌaɪ.zɪŋ
chargeable,ˈtʃɑr.dʒə.bəl
charisma,kɚˈɪz.mə
charitably,ˈtʃɛ.rɪ.tə.bli
charlatans,ˈʃɑr.lə.tənz
charles's,ˈtʃɑrl.zɪz
charley's,ˈtʃɑr.liz
charmer,ˈtʃɑr.mɚ
charmingly,ˈtʃɑr.mɪŋ.li
charnock,ˈtʃɑr.nək
charred,tʃɑrd
chartists,ˈtʃɑr.tɪsts
chased,tʃeɪst
chassis,ˈtʃæ.si
chatty,ˈtʃæ.ti
chaucer,ˈtʃɔ.sɚ
chauffeur's,ʃoʊˈfɝz
chauffeured,ʃoʊˈfɝd
chautauqua,ʃəˈtɔ.kwə
chaves,tʃeɪvz
chaw,tʃɔ
che,tʃeɪ
cheating,ˈtʃi.tɪŋ
checker,ˈtʃɛ.kɚ
cheekbone,ˈtʃikˌboʊn
cheerfulness,ˈkɑn.fə.dəns
cheering,ˈtʃɪ.rɪŋ
cheerleaders,ˈtʃɪrˌli.dɚz
cheetah,ˈtʃi.tə
cheetal,ˈtʃi.təl
chemise,ʃəˈmiz
cheng,tʃɛŋ
cherokees,ˈtʃɛ.rəˌkiz
ches,tʃɛs
cheshire,ˈtʃɛ.ʃɚ
chesterton,ˈtʃɛs.tɚ.tən
chevalier,ˌʃɛ.vəˈlɪr
chevy,ˈtʃɛ.vi
chi,tʃi
chiba,ˈtʃi.bə
chicagoans,ʃəˈkɑˌgoʊ.ənz
chicanery,ʃɪˈkeɪ.nə.ri
chicks,tʃɪks
chided,ˈtʃaɪ.dɪd
chiding,ˈtʃaɪ.dɪŋ
chiefdom,ˈtʃif.dəm
chieftains,ˈtʃif.tənz
chiggers,ˈtʃɪ.gɚz
childe,tʃɪld
childless,ˈtʃaɪld.ləs
chile,ˈtʃɪ.li
chillier,ˈtʃɪ.li.ɚ
chimes,tʃaɪmz
chippendale,ˈkɑn.fə.dəns
chipper,ˈtʃɪ.pɚ
chiropractor,ˈkaɪ.rəˌpræk.tɚ
chiropractor's,ˈkaɪ.roʊˌpræk.tɚz
chirping,ˈtʃɝ.pɪŋ
chisels,ˈtʃɪ.zəlz
chives,tʃaɪvz
cholera,ˈkɑ.lɚ.ə
chomp,tʃɑmp
choosy,ˈtʃu.zi
chopper,ˈtʃɑ.pɚ
chorale,kɚˈæl
chortling,ˈtʃɔr.tə.lɪŋ
chowder,ˈtʃaʊ.dɚ
christening,ˈkrɪ.sə.nɪŋ
christine's,krɪˈstinz
christy,ˈkrɪs.ti
chromatogram,kroʊˈmæ.tə.græm
chronically,ˈkrɑ.nɪ.kə.li
chronicle's,ˈkrɑ.nɪ.kəlz
chronicled,ˈkrɑ.nɪ.kəld
chroniclers,ˈkrɑ.nɪ.klɚz
chrysanthemums,krɪˈsæn.θə.məmz
chrysler's,ˈkraɪ.slɚz
chuck-a-luck,ˈtʃʌ.kəˈlʌk
chuckles,ˈtʃʌ.kəlz
chum,tʃʌm
chump,tʃʌmp
chung,tʃʌŋ
chunky,ˈtʃʌŋ.ki
churchgoers,ˈtʃɝtʃˌgoʊ.ɚz
churned,tʃɝnd
churns,tʃɝnz
chutney,ˈtʃʌt.ni
ciao,tʃaʊ
ciardi,ˈtʃɝ.di
cicadas,sɪˈkeɪ.dəz
ciliates,ˈsɪ.li.əts
cinq,sɪŋk
cipher,ˈsaɪ.fɚ
cipolla,sɪˈpɑ.lə
circa,ˈsɝ.kə
circuitous,sɚkˈju.ɪ.təs
circuitry,ˈsɝ.kə.tri
circumcision,ˌsɝ.kəmˈsɪ.ʒən
circumscribed,ˌsɝ.kəmsˈkraɪbd
circumspection,ˌsɝ.kəmˈspɛk.ʃən
citations,saɪˈteɪ.ʃənz
citroen,ˈsɪ.troʊn
citron,ˈsɪ.trən
citrus,ˈsɪ.trəs
citywide,ˈsɪ.tiˌwaɪd
civility,səˈvɪ.lə.ti
clairvoyance,klɛrˈvɔɪ.əns
clairvoyant,klɛrˈvɔɪ.ənt
clamored,ˈklæ.mɚd
clamoring,ˈklæ.mɚ.ɪŋ
clamshell,ˈklæmˌʃɛl
clandestine,klænˈdɛs.tɪn
clang,klæŋ
clanking,ˈklæŋ.kɪŋ
clannish,ˈklæ.nɪʃ
clap,klæp
clare,klɛr
clarifies,ˈklɛ.rəˌfaɪz
clarinet,ˌklɛ.rəˈnɛt
clark's,klɑrks
clarke,klɑrk
clarke's,klɑrks
clashed,klæʃt
classicist,ˈklæ.sə.səst
classifying,ˈklæ.səˌfaɪ.ɪŋ
classless,ˈklæs.ləs
clattering,ˈklæ.tɚ.ɪŋ
claudio,ˈklɔ.diˌoʊ
claustrophobia,ˌklɔ.strəˈfoʊ.bi.ə
claw,klɔ
clawing,ˈklɔ.ɪŋ
clays,kleɪz
cleans,klinz
cleansed,klɛnzd
cleanups,ˈkliˌnʌps
clears,klɪrz
clearwater,ˈklɪrˌwɔ.tɚ
cleat,klit
clemence,ˈklɛ.məns
clement,ˈklɛ.mənt
clench,klɛntʃ
clenches,ˈklɛn.tʃəz
cleric,ˈklɛ.rɪk
cleva,ˈkli.və
clicking,ˈklɪ.kɪŋ
clients',ˈklaɪ.ənts
climates,ˈklaɪ.məts
climaxes,ˈklaɪ.mæk.sɪz
climbs,klaɪmz
climes,klaɪmz
clinched,klɪntʃt
clincher,ˈklɪn.tʃɚ
clinches,ˈklɪn.tʃəz
clinically,ˈklɪ.nɪ.kə.li
clipper,ˈklɪ.pɚ
cliques,klɪks
clive,klaɪv
clobber,ˈklɑ.bɚ
clobbered,ˈklɑ.bɚd
clocked,klɑkt
clocking,ˈklɑ.kɪŋ
clockwork,ˈklɑˌkwɝk
cloisters,ˈklɔɪ.stɚz
closeness,ˈkloʊs.nɪs
closeted,ˈklɑ.zə.tɪd
closeup,ˈkloʊˌsʌp
closure,ˈkloʊ.ʒɚ
clothe,kloʊð
clothier,ˈkloʊð.jɚ
clotted,ˈklɑ.təd
cloture,ˈkloʊ.tʃɚ
clout,klaʊt
clowning,ˈklaʊ.nɪŋ
clucking,ˈklʌ.kɪŋ
clumsily,ˈklʌm.sə.li
coach's,ˈkoʊ.tʃɪz
coagulating,koʊˈæg.jəˌleɪ.tɪŋ
coalesce,ˌkoʊ.əˈlɛs
coalesced,ˌkoʊ.əˈlɛst
coalescence,ˌkoʊ.əˈlɛ.səns
coalesces,ˌkoʊ.əˈlɛ.sɪz
coastline,ˈkoʊstˌlaɪn
coattails,ˈkoʊtˌteɪlz
coax,ˈkoʊ.æks
coaxial,ˌkoʊˈæk.si.əl
coaxing,ˈkoʊk.sɪŋ
cobbler's,ˈkɑ.blɚz
cobblestone,ˈkɑ.bəlˌstoʊn
cobblestones,ˈkɑ.bəlˌstoʊnz
coble,ˈkoʊ.bəl
cobwebs,ˈkɑbˌwɛbz
coca-cola,ˈkɑn.fə.dəns
cocaine,koʊˈkeɪn
cochran,ˈkɑ.krən
cockatoo,ˈkɑ.kəˌtu
cockeyed,ˈkɑˌkaɪd
cockpits,ˈkɑkˌpɪts
coco,ˈkoʊˌkoʊ
coded,ˈkoʊ.dɪd
codified,ˈkɑ.dəˌfaɪd
cody,ˈkoʊ.di
coed,koʊd
coeds,ˈkoʊˌɛdz
coerced,koʊˈɝst
coexist,ˌkoʊ.əgˈzɪst
coffers,ˈkɑ.fɚz
cohere,koʊˈhɪr
coherence,koʊˈhɪ.rəns
cohesively,koʊˈhi.sɪv.li
cohesiveness,koʊˈhi.sɪv.nəs
cohorts,ˈkoʊ.hɔrts
coiled,kɔɪld
coiling,ˈkɔɪ.lɪŋ
coincidental,koʊˌɪn.səˈdɛn.təl
coinciding,ˌkoʊ.ənˈsaɪ.dɪŋ
cokes,koʊks
colavito,koʊ.lɑˈvi.toʊ
colcord,ˈkoʊl.kɚd
cold-blooded,ˈkoʊldˈblʌ.dəd
cole,koʊl
cole's,koʊlz
colee,ˈkoʊˈli
coleridge,ˈkoʊl.rɪdʒ
coles,koʊlz
coletta,koʊˈlɛ.tə
coliseum,ˌkɑ.ləˈsi.əm
collaborator,kəˈlæ.bɚˌeɪ.tɚ
collapses,kəˈlæp.sɪz
collapsible,kəˈlæp.sə.bəl
collarbone,ˈkɑ.lɚˌboʊn
collared,ˈkɑ.lɚd
collars,ˈkɑ.lɚz
collectible,kəˈlɛk.tə.bəl
collector's,kəˈlɛk.tɚz
collegians,kəˈli.dʒənz
collett,ˈkɑ.lɪt
collided,kəˈlaɪ.dɪd
collins',ˈkɑ.lɪnz
colloquy,ˈkɑ.lə.kwi
collyer,ˈkɑ.li.ɚ
colombia,kəˈlʌm.bi.ə
colonels,ˈkɝ.nəlz
colonialist,kəˈloʊ.ni.ə.lɪst
colonials,kəˈloʊ.ni.əlz
colonists,ˈkɑ.lə.nɪsts
colonized,ˈkɑ.ləˌnaɪzd
colonus,kəˈloʊ.nəs
colony's,ˈkɑ.lə.niz
colorado's,ˌkɑ.lɚˈɑ.doʊz
coloreds,ˈkʌ.lɚdz
coloured,ˈkʌ.lɚd
colt's,koʊlts
columbines,ˈkɑ.ləmˌbaɪnz
com,kɑm
comanche,kəˈmæn.tʃi
comas,ˈkoʊ.məz
combatants,kəmˈbæ.tənts
combating,kəmˈbæ.tɪŋ
combe,koʊm
combinable,kəmˈbaɪ.nə.bəl
combing,ˈkoʊ.mɪŋ
combs,koʊmz
comely,ˈkʌm.li
comer,ˈkʌ.mɚ
cometary,ˈkɑ.məˌtɛ.ri
cometh,ˈkʌ.mɪθ
comforted,ˈkʌm.fɚ.tɪd
comics,ˈkɑ.mɪks
comings,ˈkʌ.mɪŋz
comiskey,ˈkoʊ.mɪˈski
command's,kəˈmændz
commandant,ˌkɑ.mənˈdɑnt
commandeered,ˌkɑ.mənˈdɪrd
commemorates,kəˈmɛ.mɚˌeɪts
commemorating,kəˈmɛ.mɚˌeɪ.tɪŋ
commences,kəˈmɛn.səz
commendation,ˌkɑ.mənˈdeɪ.ʃən
commends,kəˈmɛndz
commercialism,kəˈmɝ.ʃəˌlɪ.zəm
commercialization,kəˌmɝ.ʃə.ləˈzeɪ.ʃən
commingled,kɑˈmɪŋ.gəld
commiserate,kəˈmɪ.sɚˌeɪt
commissioner's,kəˈmɪ.ʃə.nɚz
committeeman,kəˈmɪ.ti.mən
commoner,ˈkɑ.mə.nɚ
commoners,ˈkɑ.mə.nɚz
communicators,kəmˈju.nə.keɪ.tɚz
communiques,kəmˌju.nɪˈkeɪz
communize,ˈkɑm.jəˌnaɪz
commutation,ˌkɑm.jəˈteɪ.ʃən
compacts,ˈkɑmˌpækts
compagnie,ˈkʌm.pə.ni
companionway,kəmˈpæn.jənˌweɪ
compartments,kəmˈpɑrt.mənts
compatriot,kəmˈpeɪ.tri.ət
compatriots,kəmˈpeɪ.tri.əts
compendium,kəmˈpɛn.di.əm
compensates,ˈkɑm.pənˌseɪts
competency,ˈkɑm.pə.tɪn.si
competes,kəmˈpits
compile,kəmˈpaɪl
complacent,kəmˈpleɪ.sənt
complainant,kəmˈpleɪ.nənt
complaisant,kəmˈpleɪ.sənt
complection,ˈkɑn.fə.dəns
complementing,ˈkɑm.pləˌmɛn.tɪŋ
complicating,ˈkɑm.pləˌkeɪ.tɪŋ
complimenting,ˈkɑm.pləˌmɛn.tɪŋ
comport,kəmˈpɔrt
comported,kəmˈpɔr.təd
comportment,kəmˈpɔrt.mənt
composer's,kəmˈpoʊ.zɚz
composites,kɑmˈpɑ.zəts
compositional,ˌkɑm.pəˈzɪ.ʃə.nəl
compote,ˈkɑm.poʊt
compounding,kəmˈpaʊn.dɪŋ
compressing,kəmˈprɛ.sɪŋ
compromises,ˈkɑm.prəˌmaɪ.zɪz
compulsions,kəmˈpʊl.ʃənz
computational,kɑm.pjəˈteɪ.ʃə.nəl
computations,ˌkɑm.pjuˈteɪ.ʃənz
concealing,kənˈsi.lɪŋ
concedes,kənˈsidz
conceptualization,kənˈsɛp.tʃə.lɪˌzeɪ.ʃən
conceptually,kənˈsɛp.tʃə.li
concerti,kənˈtʃɛr.ti
concertina,kɑn.sɚˈti.nə
concertmaster,ˈkɑn.sɚtˌmæ.stɚ
conciliator,kənˈsɪ.liˌeɪ.tɚ
concise,kənˈsaɪs
concocted,kənˈkɑk.təd
concorde,ˈkɑnˌkɔrd
concurrently,kənˈkɝ.ənt.li
concussion,kənˈkʌ.ʃən
condense,kənˈdɛns
condenser,kənˈdɛn.sɚ
condensing,kənˈdɛn.sɪŋ
condolences,kənˈdoʊ.lən.səz
condoned,kənˈdoʊnd
conductors,kənˈdʌk.tɚz
conduit,ˈkɑn.du.ɪt
conference's,ˈkɑn.fɚ.ən.sɪz
conferring,kənˈfɝ.ɪŋ
confers,kənˈfɝz
confessionals,kənˈfɛ.ʃə.nəlz
confidant,ˈkɑn.fəˌdɑnt
confidante,ˈkɑn.fəˌdɑnt
confidences,ˈkɑn.fə.dən.sɪz
confidentiality,ˌkɑn.fəˌdɛn.ʃiˈæ.lə.ti
confiscating,ˈkɑn.fəˌskeɪ.tɪŋ
conflagration,ˌkɑn.fləˈgreɪ.ʃən
confluent,kɑnˈflu.ənt
confounding,kənˈfaʊn.dɪŋ
confreres,ˈkɑn.frɛrz
confrontations,ˌkɑn.frənˈteɪ.ʃənz
confuses,kənˈfju.zɪz
cong,kɔŋ
congdon,ˈkɑŋ.dən
congeniality,kənˌdʒi.niˈæ.lə.ti
congenital,kənˈdʒɛ.nə.təl
congo's,ˈkɑŋ.goʊz
congratulation,kənˌgræ.tʃəˈleɪ.ʃən
congregated,ˈkɑŋ.grɪˌgeɪ.tɪd
congresses,ˈkɑŋ.grə.sɪz
congressman's,ˈkɑŋ.grəs.mənz
conjugation,ˌkɑn.dʒəˈgeɪ.ʃən
conjunctions,kənˈdʒʌŋk.ʃənz
conjure,ˈkɑn.dʒɚ
conlow,ˈkɑn.loʊ
connecticut's,kəˈnɛ.tə.kəts
conned,kɑnd
connell,ˈkɑ.nəl
connelly,ˈkɑ.nə.li
connie,ˈkɔ.ni
conning,ˈkɑ.nɪŋ
connivance,kəˈnaɪ.vəns
connor,ˈkɑ.nɚ
connote,kəˈnoʊt
connotes,kəˈnoʊts
conqueror,ˈkɑŋ.kɚ.ɚ
cons,kɑnz
consciences,ˈkɑn.tʃən.sɪz
conscript,ˈkɑnsˌkrɪpt
consecration,ˌkɑn.səˈkreɪ.ʃən
consenting,kənˈsɛ.nɪŋ
consequential,ˌkɑn.səˈkwɛn.tʃəl
conservationist,ˌkɑn.sɚˈveɪ.ʃə.nɪst
consigned,kənˈsaɪnd
consistence,kənˈsɪs.təns
consoling,kənˈsoʊ.lɪŋ
consort,ˈkɑnˌsɔrt
conspiratorial,kənˌspɪ.rəˈtɔ.ri.əl
conspire,kənˈspaɪ.ɚ
constables,ˈkɑn.stə.bəlz
constance,ˈkɑn.stəns
constantin,kənˈstæn.tɪn
constantino,ˌkɑn.stənˈti.noʊ
constantinos,ˌkɑn.stənˈti.noʊs
constellation's,ˌkɑn.stəˈleɪ.ʃənz
consternation,ˌkɑn.stɚˈneɪ.ʃən
constituencies,kənˈstɪ.tʃu.ən.siz
constraining,kənˈstreɪ.nɪŋ
constrictions,kənˈstrɪk.ʃənz
constrictors,kənˈstrɪk.tɚz
construe,kənˈstru
consular,ˈkɑn.sə.lɚ
consulate,ˈkɑn.sə.lət
consultative,kənˈsʌl.tə.tɪv
consumer's,kənˈsu.mɚz
consumes,kənˈsumz
contaminate,kənˈtæ.məˌneɪt
contaminating,kənˈtæ.məˌneɪ.tɪŋ
contemplates,ˈkɑn.təmˌpleɪts
contemplative,kənˈtɛm.plə.tɪv
contending,kənˈtɛn.dɪŋ
contentedly,kənˈtɛn.təd.li
contentment,kənˈtɛnt.mənt
contiguous,kənˈtɪg.ju.əs
continentally,ˌkɑn.təˈnɛ.nə.li
contingents,kənˈtɪn.dʒənts
contortion,kənˈtɔr.ʃən
contraband,ˈkɑn.trəˌbænd
contraceptive,ˌkɑn.trəˈsɛp.tɪv
contractor's,ˈkɑnˌtræk.tɚz
contractors',ˈkɑnˌtræk.tɚz
contradictory,ˌkɑn.trəˈdɪk.tɚ.i
contraptions,kənˈtræp.ʃənz
contributory,kənˈtrɪb.jəˌtɔ.ri
contrite,kənˈtraɪt
contrition,kənˈtrɪ.ʃən
contrivances,kənˈtraɪ.vən.sɪz
contrive,kənˈtraɪv
contusions,kənˈtu.ʒənz
convair,kɑnˈvɛr
convalescence,ˌkɑn.vəˈlɛ.səns
conventionally,kənˈvɛn.ʃə.nə.li
converged,kənˈvɝdʒd
conversant,kənˈvɝ.sənt
conversing,kənˈvɝ.sɪŋ
convex,ˈkɑnˌvɛks
conveyance,kənˈveɪ.əns
conveying,kənˈveɪ.ɪŋ
convict's,ˈkɑn.fə.dəns
convicting,kənˈvɪk.tɪŋ
convivial,kənˈvɪ.vi.əl
convoluted,ˈkɑn.vəˌlu.təd
convulsions,kənˈvʌl.ʃənz
conway,ˈkɑnˌweɪ
cooing,ˈku.ɪŋ
cooperates,koʊˈɑ.pɚˌeɪts
copes,koʊps
copious,ˈkoʊ.pi.əs
copiously,ˈkoʊp.jə.sli
copley,ˈkɑ.pli
copp,kɑp
copying,ˈkɑ.pi.ɪŋ
copyrights,ˈkɑ.piˌraɪts
copywriter,ˈkɑ.piˌraɪ.tɚ
corbin,ˈkɔr.bɪn
corded,ˈkɔr.dəd
corduroy,ˈkɔr.dɚˌɔɪ
coriander,ˌkɔ.riˈæn.dɚ
corinth,ˈkɔ.rənθ
corks,kɔrks
cornbread,ˈkɔrnˌbrɛd
cornered,ˈkɔr.nɚd
cornering,ˈkɔr.nɚ.ɪŋ
cornfield,ˈkɔrnˌfild
corning,ˈkɔr.nɪŋ
cornstarch,ˈkɔrnˌstɑrtʃ
cornucopia,ˌkɔr.nəˈkoʊ.pi.ə
cornwall,ˈkɔrn.wɔl
corny,ˈkɔr.ni
corollaries,ˈkɔ.rəˌlɛ.riz
corona,kəˈroʊ.nə
coronation,ˌkɔ.rəˈneɪ.ʃən
corp,kɔrp
corpsman,ˈkɔr.mən
corralling,kɚˈæ.lɪŋ
corroborating,kɚˈɑ.bɚˌeɪ.tɪŋ
corrode,kɚˈoʊd
corrupts,kɚˈʌpts
corsage,kɔrˈsɑʒ
corsi,ˈkɔr.si
cortege,kɔrˈtɛʒ
corticosteroids,ˌkɔr.tɪ.koʊˈstɛˌrɔɪdz
cosmetic,kɑzˈmɛ.tɪk
cosmo,ˈkɔz.moʊ
cosponsors,ˌkoʊˈspɔn.sɚz
coste,koʊst
costlier,ˈkɔst.li.ɚ
costumed,ˈkɔˌstumd
cosy,ˈkoʊ.zi
cotman,ˈkɑt.mən
cott,kɑt
cotter,ˈkɑ.tɚ
cotton's,ˈkɑ.tənz
cottonmouth,ˈkɑ.tənˌmaʊθ
cottonseed,ˈkɑ.tənˌsid
cotty,ˈkɑ.ti
couches,ˈkaʊ.tʃɪz
could've,ˈkʊ.dəv
coulson,ˈkaʊl.sən
councilwoman,ˈkaʊn.səlˌwʊ.mən
counterbalanced,ˌkaʊ.nɚˈbæ.lənst
counterbalancing,ˈkaʊ.nɚˌbæ.lən.sɪŋ
counterchallenge,ˈkaʊ.nɚˌtʃæ.ləndʒ
counterfeit,ˈkaʊ.nɚˌfɪt
counterman,ˈkaʊn.tɚˌmæn
counterproposal,ˈkaʊ.nɚ.prəˌpoʊ.zəl
countervailing,ˈkaʊn.tɚˌveɪ.lɪŋ
countryman,ˈkʌn.tri.mən
couple's,ˈkʌ.pəlz
coupon,ˈkjuˌpɑn
coupons,ˈkuˌpɔnz
courier,ˈkɝ.i.ɚ
coursing,ˈkɔr.sɪŋ
courted,ˈkɔr.tɪd
courtney,ˈkɔrt.ni
courtyards,ˈkɔrtˌjɑrdz
cousin's,ˈkʌ.zənz
couturier,kuˈtʊ.ri.ɚ
covenants,ˈkʌ.və.nənts
coventry,ˈkʌ.vən.tri
covertly,koʊˈvɝt.li
coves,koʊvz
covet,ˈkʌ.vət
cow's,kaʊz
cowboy's,ˈkaʊˌbɔɪz
cowering,ˈkaʊ.ɚ.ɪŋ
cowling,ˈkaʊ.lɪŋ
coyly,ˈkɔɪ.li
coyote,kaɪˈoʊ.ti
coyotes,kaɪˈoʊ.tis
cozier,ˈkoʊ.zi.ɚ
cozy,ˈkoʊ.zi
crabbed,kræbd
crackled,ˈkræ.kəld
crackles,ˈkræ.kəlz
crackling,ˈkræ.klɪŋ
crackpot,ˈkrækˌpɑt
craddock,ˈkræ.dək
cradles,ˈkreɪ.dəlz
crafty,ˈkræf.ti
craggy,ˈkræ.gi
craig's,kreɪgz
cramer,ˈkreɪ.mɚ
cranberries,ˈkrænˌbɛ.riz
cranes,kreɪnz
crank,kræŋk
crankshaft,ˈkræŋkˌʃæft
cranky,ˈkræŋ.ki
crashes,ˈkræ.ʃɪz
cratered,ˈkreɪ.tɚd
crayons,ˈkreɪˌɑnz
creak,krik
creamed,krimd
creamery,ˈkri.mɚ.i
creams,krimz
creamy,ˈkri.mi
crease,kris
creases,ˈkri.sɪz
creativeness,kriˈeɪ.tɪv.nəs
creche,krɛʃ
credibility,ˌkrɛ.dəˈbɪ.lɪ.ti
credibly,ˈkrɛ.də.bli
credulous,ˈkrɛ.dʒə.ləs
creeds,kridz
creeks,kriks
creeps,krips
creepy,ˈkri.pi
cremate,ˈkri.meɪt
cremated,ˈkri.meɪ.tɪd
creole,ˈkri.oʊl
crepe,kreɪp
crested,ˈkrɛs.təd
crestfallen,ˈkrɛstˌfɔ.lən
cretaceous,krɪˈteɪ.ʃɪs
crevices,ˈkrɛ.və.sɪz
crew's,kruz
crewmen,ˈkru.mɪn
crimea,kraɪˈmi.ə
cripple,ˈkrɪ.pəl
cris,krɪs
crispin,ˈkrɪs.pɪn
crisply,ˈkrɪs.pli
criss-cross,ˈkrɪs.krɔs
crisscrossed,ˈkrɪsˌkrɔst
cristo,ˈkrɪsˌtoʊ
critic's,ˈkrɪ.tɪks
critics',ˈkrɪ.tɪks
critique,krəˈtik
critter,ˈkrɪ.tɚ
croak,kroʊk
croaking,ˈkroʊ.kɪŋ
crochet,kroʊˈʃeɪ
crockett,ˈkrɑ.kɪt
crocodile,ˈkrɑ.kəˌdaɪl
croix,krɔɪ
cromwell's,ˈkrɑm.wɪlz
crooning,ˈkru.nɪŋ
cropping,ˈkrɑ.pɪŋ
crossings,ˈkrɔ.sɪŋz
crossover,ˈkrɔˌsoʊ.vɚ
crosswalk,ˈkrɑˌswɑk
crosswise,ˈkrɔˌswaɪz
crotchety,ˈkrɑ.tʃə.ti
crowns,kraʊnz
crozier,ˈkroʊ.ʒɚ
crucially,ˈkru.ʃə.li
crucible,ˈkru.sə.bəl
crucifixion,ˌkru.sɪˈfɪk.ʃən
cruelest,ˈkru.ləst
cruises,ˈkru.zɪz
crumley,ˈkrʌm.li
crump,krʌmp
crunched,krʌntʃt
crusader,kruˈseɪ.dɚ
crusades,kruˈseɪdz
crusading,kruˈseɪ.dɪŋ
crusher,ˈkrʌ.ʃɚ
crushers,ˈkrʌ.ʃɚz
crust,krʌst
crutch,krʌtʃ
crypt,krɪpt
crystallize,ˈkrɪs.təˌlaɪz
crystallized,ˈkrɪs.təˌlaɪzd
cubbyhole,ˈkʌ.biˌhoʊl
cube,kjub
cubed,kjubd
cudmore,ˈkʌd.mɔr
cuff,kʌf
cuisine,kwɪˈzin
culbertson,ˈkʌl.bɚt.sən
cultivates,ˈkʌl.tɪˌveɪts
culture's,ˈkʌl.tʃɚz
cumin,ˈkju.mən
cur,kɝ
curative,ˈkjʊ.rə.tɪv
curing,ˈkjʊ.rɪŋ
curls,kɝlz
curriculums,kəˈrɪk.jə.ləmz
currys,ˈkʌ.riz
curtin,ˈkɝ.tɪn
